Klimscha 2009,"Klimscha, F., 2009. Radiocarbon dates from prehistoric Aqaba and other Chalcolithic Sites. Prehistoric Aqaba I. Rahden: Verlag Marie Leidorf, pp.363-401.",,,,,,
Klimscha 2012,"Klimscha, F., 2012. Die absolute Chronologie der Besiedlung von Tall Hujayrāt al-Ghuzlān bei'Aqaba, Jordanien, im Verhältnis zum Chalkolithikum der südlichen Levante. Zeitschrift für Orient-Archäologie, 5, pp.188-208.",,,,,,
Kroker et al. 1980 ,"Kroker, W., Conrad, H. G., & Rothenberg, B. Antikes Kupfer im Timna-Tal. 4000 Jahre Bergbau und Verhüttung in der Arabah. Israel (Bochum 1980).",,,,,,
Kuijt & Bar-Yosef 1994 ,"Kuijt I., and Bar‐Yosef O., 1994. Radiocarbon chironology for the Levantine Neolithic: Observations and data. In: Bar‐Yosef O., Kra R. (Eds.), Late Quatemary Chronology and Paleoclimates of the Eastern Mediterranean. Cambridge. MA: Radiocarbon and the Peabody Museum, 227-246.",,,,,,
Kuijt & Chesson 2002,"Kuijt, I. and Chesson, M.S., 2002. Excavations at'Ain Waida', Jordan: New Insights into Pottery Neolithic Lifeways in the Southern Levant. Paléorient, pp.109-122.",,,,,,
Kuijt & Finlayson 2001,"Kuijt, I. and Finlayson, B., 2001. The 2001 excavation season at the Pre-Pottery Neolithic A period settlement of Dhra’Jordan: Preliminary results. Neo-Lithics, 2(01), pp.12-15.",,,,,,
Kuijt 1994  ,"Kuijt, I., 1994. Pre-Pottery Neolithic A settlement variability: evidence for sociopolitical developments in the southern Levant. Journal of Mediterranean Archaeology 7(2), pp.165-192.",,,,,,
Kuijt 2001,"Kuijt, I., 2001. Lithic inter-assemblage variability and cultural-historical sequences: A consideration of the Pre-Pottery Neolithic A occupation of Dhra', Jordan. Paléorient 27(1), pp.107-125.",,,,,,
Kuijt 2004  ,"Kuijt, I., 2004. Pre-Pottery Neolithic A and Late Natufian at'Iraq ed-Dubb, Jordan. Journal of field archaeology, 29(3-4), pp.291-308.",,,,,,
Kujit et al. 1991,"Kuijt, I., Mabry, J., & Palumbo, G. (1991). Early Neolithic use of upland areas of Wadi el-Yabis: preliminary evidence from the excavations of'Iraq ed-Dubb, Jordan. Paléorient, 99-108.",,,,,,
Lawn 1974,"Lawn, B., 1974. University of Pennsylvania radiocarbon dates XVII. Radiocarbon 16(2), pp. 219-237.",,,,,,
Lev et al. 2020,"Lev, R., Shalev, O., Regev, J., Paz, Y., & Boaretto, E., 2020. Bridging the gap EBIII-IBA: early intermediate Bronze radiocarbon dates from Khirbat el-’Alya Northeast, Israel. Radiocarbon, 62(6), 1637-1649.",,,,,,
Lev et al. 2021A,"Lev, R., Bechar, S., & Boaretto, E., 2021A. Hazor EB III city abandonment and IBA people return: radiocarbon chronology and its implications. Radiocarbon, 63(5), 1453-1469.",,,,,,
Lev et al. 2021B,"Lev, R., Bechar, S., Covello-Paran, K., & Boaretto, E., 2021B. Absolute chronology of Black Wheel Made Ware in the southern Levant and its synchronization with the northern Levant. Levant, 1-13.",,,,,,
Levy & Alon 1985,"Levy, T.E. and Alon, D., 1985. Shiqmim: A Chalcolithic village and mortuary centre in the Northern Negev. Paléorient, pp.71-83.",,,,,,
Levy & Alon 1985,"LEVY, T. E., & Alon, D. (1985). Shiqmim: A Chalcolithic village and mortuary centre in the northern Negev. Paléorient, 71-83.",,,,,,
Levy & Burton 2006,"Levy, Thomas E. and Burton, Margie (2006), 'Radiocarbon dating of Gilat', in Thomas E. Levy (ed.), Archaeology, anthropology and cult: the sanctuary at Gilat, Israel (London: Equinox), 863-66.",,,,,,
Levy 1981,"Levy, T.E., 1981. CHALCOLITHIC SETTLEMENT AND SUBSISTENCE IN THE NORTHERN NEGEV DESERT, ISRAEL.(VOLUMES I AND II). University of Sheffield (United Kingdom).",,,,,,
Levy et al. 2008,"Levy, T.E., Higham, T., Ramsey, C.B., Smith, N.G., Ben-Yosef, E., Robinson, M., Münger, S., Knabb, K., Schulze, J.P., Najjar, M. and Tauxe, L., 2008. High-precision radiocarbon dating and historical biblical archaeology in southern Jordan. Proceedings of the National Academy of Sciences, 105(43), pp.16460-16465.",,,,,,
Lichtenberger et al. 2015,"Lichtenberger, A., Lindroos, A., Raja, R., and Heinemeier, J., 2015. Radiocarbon analysis of mortar from Roman and Byzantine water management installations in the Northwest Quarter of Jerash, Jordan. Journal of Archaeological Science: Reports, 2, 114-127.",,,,,,
Linder & Ramon 1981,"Linder, E., & Ramon, Y. (1981). A bronze ram from the Sea of Athlit, Israel. Archaeology, 34(6), 62-64.",,,,,,
Lombardo & Piloto 2000,"Lombardo, M., and Piloto, A., 2000. New Radiocarbond dates and assessment of all dates obtained for the Early and Middle Bronze Ages in Jericho. In: Marchetti, N. and Nigro, L. (eds.), Excavations at Jericho, 1998, Preliminary Report on the Second Season of Archaeological Excavations and Surveys at Tell es-Sultan, Palestine. Roma: Universita' di Roma La Sapienza, 329-332.",,,,,,
Lorentzen et al. 2014,"Lorentzen, B., Manning, S.W. and Kahanov, Y., 2014. The 1st millennium AD Mediterranean shipbuilding transition at Dor/Tantura Lagoon, Israel: dating the Dor 2001/1 shipwreck. Radiocarbon 56(2), 667-678.",,,,,,
Lovell 2001,"Lovell, J.L., 2001. The Late Neolithic and Chalcolithic periods in the Southern Levant: new data from the site of Teleilat Ghassul, Jordan. Archaeopress.",,,,,,
Lovell 2002,"Lovell, J. (2002). Shifting subsistence patterns: some ideas about the end of the Chalcolithic in the southern Levant. Paléorient, 89-102.",,,,,,
Lovell 2010  ,"Lovell, J.L., Meadows, J. and Jacobsen, G.E., 2010. Upland olive domestication in the Chalcolithic period: new 14 C determinations from el-Khawarij (Ajlun), Jordan. Radiocarbon 52(2), 364-371.",,,,,,
Lovell et al. 2007  ,"Lovell, J. L., Dollfus, G., and Kafafi, Z. (2007), 'The ceramics of the Late Neolithic and Chalcolithic: Abu Hamid and the burnished tradition', Paléorient, 33 (1), 51-76.",,,,,,
Mahasneh 1997,"Mahasneh, H.M., 1997. The 1995 season at the Neolithic site of es-Sifiya, Wadi Mujib, Jordan. The prehistory of Jordan, II. Perspectives from, 1997, pp.203-214.",,,,,,
Maher 2011,"Maher, L.A., 2011. Reconstructing paleolandscapes and prehistoric occupation of Wadi Ziqlab, northern Jordan. Geoarchaeology, 26(5), pp.649-692.",,,,,,
Maher et al. 2011,"Maher, L.A., Banning, E.B. and Chazan, M., 2011. Oasis or mirage? Assessing the role of abrupt climate change in the prehistory of the southern Levant. Cambridge Archaeological Journal 21(1), 1-30.",,,,,,
Maher et al. 2012,"Maher, L.A., Richter, T., Macdonald, D., Jones, M.D., Martin, L. and Stock, J.T., 2012. Twenty thousand-year-old huts at a hunter-gatherer settlement in eastern Jordan. PloS one, 7(2), p.e31447.",,,,,,
Makarewicz & Austin 2006,"Makarewicz, Cheryl and Austin, Anne E. (2006), 'Late PPNB occupation at el-Hemmeh: Results from the third excavation season 2006', Neo-Lithics, 2/06, 19-23.",,,,,,
Marcus 2013,"Marcus, E. S., 2013. Correlating and combining Egyptian historical and southern Levantine radiocarbon chronologies at Middle Bronze Age IIa Tel Ifshar, Israel. In: Shortland A. J. and Bronk Ramsey C. (Eds.), Radiocarbon and the Chronologies of Ancient Egypt. Oxford: Oxbow Books, 182-208.",,,,,,
Marks & Larson 1977,"Marks, A. E., & Larson, P. A. (1977). Test excavations at the Natufian site of Rosh Horesha. Prehistory and paleoenvironments in the Central Negev, Israel, 2, 191-232.",,,,,,
Marks & Thomas 1976,"Marks, Anthony E. and Scott, Thomas R. (1976), 'Abu Salem: Type site of the Harifian Industry of the Southern Levant', Journal of Field Archaeology, 3, 43-60.",,,,,,
Marks 1976,"Marks, A.E., 1976. Site D5: a geometric kebaran “A” occupation in the Nahal Zin. Prehistory and Paleoenvironments in the Central Negev, Israel, 1, pp.293-316.",,,,,,
Marks 1977,"Marks, A.E., 1977. The Upper Paleolithic sites of Boker Tachtit and Boker: a preliminary report. Prehistory and paleoenvironments in the Central Negev, Israel, 2, pp.61-79.",,,,,,
Martin 1999,"Martin, L. (1999). Mammal remains from the eastern Jordanian Neolithic, and the nature of caprine herding in the steppe. Paléorient, 87-104.",,,,,,
Martin et al. 2010,"Martin, L., Edwards, Y., & Garrard, A. (2010). Hunting practices at an eastern Jordanian Epipalaeolithic aggregation site: the case of Kharaneh IV. Levant, 42(2), 107-135.",,,,,,
Mazar & Carmi 2001,"Mazar A, and Carmi, I., 2001. Radiocarbon dates fromIron Age strata at Tel Beth Shean and Tel Rehov. Radiocarbon, 43(3),1333–42.",,,,,,
Mazar & Ramsey 2008,"Mazar, A., & Ramsey, C. B. (2008). 14C dates and the Iron Age chronology of Israel: a response. Radiocarbon, 50(2), 159-180.",,,,,,
Mazar & Rotem 2009,"Mazar, A. and Rotem, Y., 2009. Tel Beth Shean during the EB IB period: evidence for social complexity in the late 4th millennium BC. Levant 41(2), pp.131-153.",,,,,,
Mazar 1993,"Mazar, A. (1993). Tel Bet She'an—1991. ESI, 11, 53.",,,,,,
Mazar et al.  2005,"Mazar, A., Bruins, H.J., Panitz-Cohen, N. and Van der Plicht, J., 2005. Ladder of time at Tel Rehov: stratigraphy, archaeological context, pottery and radiocarbon dates In: Levy, T. and Higham, T., 2005. The Bible and radiocarbon dating: archaeology, text and science. London: Routledge, pp.193-255.",,,,,,
Mazar et al. 1996 ,"Mazar, A., de Miroschedji, P. and Porat, N., 1996. Hartuv, an aspect of the Early Bronze I culture of southern Israel. Bulletin of the American Schools of Oriental Research 302, pp.1-40.",,,,,,
Meiklejohn et al. 2017,"Meiklejohn, C., Merrett, D.C., Reich, D. and Pinhasi, R., 2017. Direct dating of human skeletal material from Ganj Dareh, Early Neolithic of the Iranian Zagros. Journal of Archaeological Science: Reports, 12, 165-172.",,,,,,
Meshel et al. 1995,"Meshel, Z., Carmi, I., & Segal, D. (1995). 14C dating of an Israelite biblical site at Kuntillet Ajrud (Horvat Teman). Radiocarbon, 37(2), 205-212.",,,,,,
Mithen & Finlayson 2007,"Mithen, S., and Finlayson, B., 2007. The radiocarbon dates. In: Bill Finlayson and Steven Mithen (eds.), The early prehistory of Wadi Faynan, Southern Jordan. Archaeological survey of Wadis Faynan, Ghuwayr and al-Bustan and evaluation of the Pre-Pottery Neolithic A site of WF16 (Oxford: Oxbow Books), 460-69.",,,,,,
Morhange et al. 2005,"Morhange, C., Hamdan Taha, M., Humbert, J. B., & Marriner, N. (2005). Human settlement and coastal change in Gaza since the Bronze Age. Méditerranée. Revue géographique des pays méditerranéens/Journal of Mediterranean geography, (104), 75-78.",,,,,,
Morhange et al. 2016,"Morhange, C., Giaime, M., Marriner, N., abu Hamid, A., Bruneton, H., Honnorat, A., Kaniewski, D., Magnin, F., Porotov, A.V., Wante, J. and Zviely, D., 2016. Geoarchaeological evolution of Tel Akko's ancient harbour (Israel). Journal of Archaeological Science: Reports, 7, 71-81.",,,,,,
Jones et al. 2016,"Jones, M., Maher, L., Macdonald, D., Macdonald, D., Ryan, C., Rambeau, C., Black, S., & Richter, T., 2016. The environmental setting of Epipalaeolithic aggregation site Kharaneh IV. Quaternary International, 396, pp. 95-104. https://doi.org/10.1016/J.QUAINT.2015.08.092.",,,,,,
Muheisen 1986,"Muheisen, M., 1986. The epipalaeolithic phases of Kharaneh IV. The Prehistory of Jordan: the state of research in, pp.353-367.",,,,,,
Muheisen et al. 1986,"Muheisen, Mujahed, et al. (1986), 'Excavations at 'Ain Rahub, a Final Natufian and Yarmoukian site near Irbid (1985)'.",,,,,,
Muheisen et al. 1988,"Muheisen, M., Gebel, H.G., Hannss, C. and Neef, R., 1988. Ain Rahub, a new final Natufian and Yarmoukian site near Irbid. Garrard & Gebel (eds.), pp.472-502.",,,,,,
Müller-Neuhof et al. 2015,"Müller-Neuhof, B., Betts, A., and Willcox, G., 2015. Jawa, Northeastern Jordan: the first 14C dates for the early occupation phase. Zeitschrift für Orientarchäologie, 8, 124-131. ",,,,,,
Murphy et al. 2011,"Murphy, T.M., Ben-Yehuda, N., Taylor, R.E. and Southon, J.R., 2011. Hemp in ancient rope and fabric from the Christmas Cave in Israel: talmudic background and DNA sequence identification. Journal of archaeological science 38(10), 2579-2588.",,,,,,
Nadel & Hershkovitz 1991,"Nadel, D., & Hershkovitz, I. (1991). New subsistence data and human remains from the earliest Levantine Epipalaeolithic. Current Anthropology, 32(5), 631-635.",,,,,,
Nadel et al. 2010,"Nadel, D., Bar-Oz, G., Avner, U., Boaretto, E. and Malkinson, D., 2010. Walls, ramps and pits: the construction of the Samar Desert kites, southern Negev, Israel. Antiquity, 84(326), pp.976-992.",,,,,,
Nadel et al. 2013,"Nadel, D., Bar-Oz, G., Avner, U., Malkinson, D., and Boaretto, E., 2013. Ramparts and walls: building techniques of kites in the Negev Highland. Quaternary International, 297, 147-154.",,,,,,
Najjar et al. 1990,"Najjar, Mohammad, et al., 1990. Tell Wadi Feinan. The first Pottery Neolithic Tell in the south of Jordan. Annual of the Department of Antiquities in Jordan, 34, 27-56.",,,,,,
Nawrocka at al. 2007,"Nawrocka, D.M., Michczyńska, D.J., Pazdur, A. and Czernik, J., 2007. Radiocarbon chronology of the ancient settlement in the Golan Heights area, Israel. Radiocarbon 49(2), 625-637.",,,,,,
NERD: Palmisano et al. 2022,"Palmisano, A., Bevan, A., Lawrence, D. and Shennan, S., 2022. The NERD Dataset: Near East Radiocarbon Dates between 15,000 and 1,500 cal. yr. BP. Journal of Open Archaeology Data, 10(2), pp.1-9.",,,,,,
Nigro et al. 2019,"Nigro, L., Calcagnile, L., Yasin, J., Gallo, E. and Quarta, G., 2019. Jericho and the chronology of Palestine in the Early Bronze Age: A radiometric re-assessment. Radiocarbon, 61(1), pp.211-241.",,,,,,
Noy et al. 1973  ,"Noy, T., Legge, A. J., Higgs, E. S., & Dennell, R. W. (1973, December). Recent excavations at nahal oren, Israel. In Proceedings of the Prehistoric Society (Vol. 39, pp. 75-99). Cambridge University Press.",,,,,,
Olszewski et al. 1990,"Olszewski, D.I., Clark, G.A. and Fish, S., 1990, January. WHS 784 X (Yutil al-Hasa): A late Ahmarian site in the Wadi Hasa, west-central Jordan. In Proceedings of the Prehistoric Society (Vol. 56, pp. 33-49). Cambridge University Press.",,,,,,
ORAU,ORAU. Oxford Radiocarbon Accelerator Unit online database [Internet]. Oxford: University of Oxford. Available from: https://c14.arch.ox.ac.uk/database/db.php  ,,,,,,
Oren & Yekutieli 1992  ,"Oren E., Yekutieli Y., 1992. Taur Ikhbeineh; earliest evidence for Egyptian interconnection. In: van den Brink E. C. M. (Ed.), The Nile Delta in Transition: 4th - 3rd Millennium BC. Jerusalem: Israel Exploration Society, 361-84.",,,,,,
Overstreet et al. 1982,"Overstreet, W.C., Grimes, D.J. and Seitz, J.F., 1982. Geochemical orientation for mineral exploration in the Hashemite Kingdom of Jordan (No. 82-791). US Geological Survey,.",,,,,,
p3k14C: Bird et al. 2022,"Bird, D., Miranda, L., Vander Linden, M., Robinson, E., Bocinsky, R.K., Nicholson, C., Capriles, J.M., Finley, J.B., Gayo, E.M., Gil, A. and d’Alpoim Guedes, J., 2022. p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), p.27.",,,,,,
Paz 2010,"Oren E., Yekutieli Y., 1992. Taur Ikhbeineh; earliest evidence for Egyptian interconnection. In: van den Brink E. C. M. (Ed.), The Nile Delta in Transition: 4th - 3rd Millennium BC. Jerusalem: Israel Exploration Society, 361-84.",,,,,,
Peroschi et al. 2018  ,"Peroschi, M. E., Mailland, F., Mailland, I., & Anati, E. (2018). NAHAL KARKOM, A PRE-POTTERY NEOLITHIC B SITE IN THE SOUTHERN NEGEV, ISRAEL: ARCHAEOLOGICAL REPORT AND ARCHAEOMETRIC ANALYSES. Mediterranean Archaeology & Archaeometry, 18(3).",,,,,,
Peterson et al. 2010,"Peterson, J., Neeley, M., Hill, B., Jones, J., Crawford, P., Kurzawska, A., Sullivan, N., Wasse, A. and White, C., 2010. The Origins and Development of Agriculture in the Wadi al-hasa Region: 2006 Test Excavations at Khirbet Hammam. Annual of the Department of Antiquities of Jordan.",,,,,,
Philip & Milliard 2000,"Philip, G. and Millard, A., 2000. Khirbet Kerak ware in the Levant: the implications of radiocarbon chronology and spatial distribution. Publications de l'Institut Français d'Études Anatoliennes, 11(1), pp.279-296.",,,,,,
Phillips & Gladfelter 1989,"Phillips, J. L., & GLADFELTER, B. G. (1989). A survey in the Upper Wadi Feiran basin, southern Sinai. Paléorient, 113-122.",,,,,,
Phillips 1987,"Phillips, J. L. (1987). Upper Paleolithic hunter-gatherers in the Wadi Feiran, southern Sinai. In The Pleistocene Old World (pp. 169-182). Springer, Boston, MA.",,,,,,
Phillips 1988,"Phillips, J. L. (1988). The Upper Paleolithic of the Wadi Feiran, Southern Sinai. Paléorient, 183-200.",,,,,,
Phillips 1994,"Phillips, J. L. (1994). The upper Paleolithic chronology of the Levant and the Nile Valley. Late Quaternary chronology and paleoclimates of the Eastern Mediterranean, 169-176.",,,,,,
Pinhasi et al. 2005,"Pinhasi, R., Fort, J. and Ammerman, A.J., 2005. Tracing the origin and spread of agriculture in Europe. PLoS biology 3(12), p.e410.",,,,,,
Porat et al. 2006  ,"Porat, N., Rosen, S. A., Boaretto, E., & Avni, Y. (2006). Dating the Ramat Saharonim late Neolithic desert cult site. Journal of Archaeological Science, 33(10), 1341-1355.",,,,,,
PPND: Benz 2014,"Benz, M., 2014. PPND - the Platform for Neolithic Radiocarbon Dates:  https://www.exoriente.org/associated_projects/ppnd.php ",,,,,,
Prausnitz & Wreschner 1971,"Prausnitz, M. W., & Wreschner, E. E. (1971). Neve-Yam, a submerged Neolithic settlement. Qadmoniot, 4, 120-121.",,,,,,
Pustovoytov et al. 2004,"Pustovoytov, K.E., Riehl, S., and Mittmann, S., 2004. Radiocarbon age of carbonate in fruits of Lithospermum from the early Bronze Age settlement of Hirbet ez-Zeraqōn (Jordan). Vegetation History and Archaeobotany, 13(3), 207-212.",,,,,,
Raban & Galanti 1987,"Raban, A., & Galanti, I. (1987). Notes and News: Tell Abu Hawam. Israel Exploration Journal, 37, 179-81.",,,,,,
Raban 1989  ,"Raban, A., & British Archaeological Reports, Oxford (United Kingdom);. (1989). The Harbours of Caesarea Maritima, Results of the Caesarea Ancient Harbour Excavation Project 1980-1985. Volume 1: The Site and the Excavations (No. 3). Edited by John Peter Oleson. Centre for Maritime Studies, University of Haifa, Publication.",,,,,,
Radon/B: Hinz et al. 2012,"Hinz, M., Furholt, M., Müller, J., Rinne, C., Raetzel-Fabian, D., Sjögren, K.G. and Wotzka, H.P., 2012. RADON-Radiocarbon dates online 2012. Central European database of 14C dates for the Neolithic and the Early Bronze Age. Journal of Neolithic Archaeology.",,,,,,
Rambeau et al. 2011,"Rambeau, C., Finlayson, B., Smith, S., Black, S., Inglis, R. and Robinson, S., 2011. 16 Palaeoenvironmental reconstruction at Beidha, southern Jordan (c. 18,000–8,500 BP): Implications for human occupation during the Natufian and Pre-Pottery Neolithic. Water, life and civilisation: Climate, environment and society in the Jordan Valley, p.245.",,,,,,
Rasmussen et al. 2011,"Rasmussen, K.L., Gunneweg, J., van der Plicht, J., Kralj Cigić, I., Bond, A.D., Svensmark, B., Balla, M., Strlic, M. and Doudna, G., 2011. On the age and content of jar-35 – a sealed and intact storage jar found on the southern plateau of Qumran. Archaeometry 53(4), 791-808.",,,,,,
Rast & Schaub 1980,"Rast, W.E., Schaub, R.T., McCreery, D.W., Donahue, J. and McConaughy, M.A., 1980. Preliminary report of the 1979 expedition to the Dead Sea Plain, Jordan. Bulletin of the American Schools of Oriental Research, 240(1), pp.21-61.",,,,,,
Rast & Schaub 2003,"Rast, W. E., & Schaub, R. T. (2003). Bâb edh-Dhrâ': excavations at the town site (1975-1981)/2 Plates and appendixes. Eisenbrauns.",,,,,,
Rast et al. 1980,"Rast, W. E., Schaub, R. T., McCreery, D. W., Donahue, J., & McConaughy, M. A. (1980). Preliminary report of the 1979 expedition to the Dead Sea Plain, Jordan. Bulletin of the American Schools of Oriental Research, 240(1), 21-61.",,,,,,
Rech et al. 2003,"Rech, J.A., Fischer, A.A., Edwards, D.R. and Jull, A.T., 2003. Direct dating of plaster and mortar using AMS radiocarbon: a pilot project from Khirbet Qana, Israel. Antiquity 77(295), pp.155-164.",,,,,,
Reed 1957,"Reed, W. L. (1957). A recent analysis of grain from ancient Dibon in Moab. Bulletin of the American Schools of Oriental Research, 146(1), 6-10.",,,,,,
Regev et al. 2011,"Regev, L., Eckmeier, E., Mintz, E., Weiner, S. and Boaretto, E., 2011. Radiocarbon concentrations of wood ash calcite: potential for dating. Radiocarbon 53(1), 117-127.",,,,,,
Regev et al. 2012a,"Regev, J., De Miroschedji, P., Greenberg, R., Braun, E., Greenhut, Z. and Boaretto, E., 2012a. Chronology of the Early Bronze Age in the southern Levant: new analysis for a high chronology. Radiocarbon 54 (3-4), pp.525-566.",,,,,,
Regev et al. 2012b,"Regev, J., De Miroschedji, P. and Boaretto, E., 2012b. Early Bronze Age chronology: radiocarbon dates and chronological models from Tel Yarmuth (Israel). Radiocarbon 54 (3-4), pp. 505-524.",,,,,,
Regev et al. 2014,"Regev, J., Finkelstein, I., Adams, M. J., and Boaretto, E., 2014. Wiggle Matched C14 Chronology of Early Bronze Megiddo and the Synchronization of Egyptian and Levantine Chronologies. Egypt and the Levant 24, 243-266. ",,,,,,
Regev et al. 2017a,"Regev, J., Uziel, J., Szanton, N., and Boaretto, E., 2017. Absolute dating of the Gihon spring fortifications, Jerusalem. Radiocarbon, 59(4), 1171-1193.",,,,,,
Regev et al. 2017b,"Regev, J., Regev, L., Mintz, E. and Boaretto, E., 2017. Radiocarbon Assessment of Early Bronze Arad: The 20 Year Lifespan of Stratum II. Tel Aviv 44(2), pp.165-177.",,,,,,
Regev et al. 2020,"Regev, J., Uziel, J., Lieberman, T., Solomon, A., Gadot, Y., Ben-Ami, D., ... & Boaretto, E., 2020. Radiocarbon dating and microarchaeology untangle the history of Jerusalem's Temple Mount: A view from Wilson's Arch. Plos one, 15(6), e0233307.",,,,,,
Regev et al. 2021,"Regev, J., Gadot, Y., Roth, H., Uziel, J., Chalaf, O., Ben-Ami, D., ... & Boaretto, E., 2021. Middle bronze age Jerusalem: recalculating its character and chronology. Radiocarbon, 63(3), 853-883.",,,,,,
Richter et al. 2016,"Richter, T., Otaegui, A.A., Boaretto, E., Bocaege, E., Estrup, E., Martinez-Gallardo, C., Pantos, G.A., Pedersen, P.N., Sæhle, I., and Yeomans, L.M., 2016. A Late Natufian and PPNA Settlement in North-East Jordan: Interim Report on the 2014-2016 Excavations at Shubayqa 6. Neo-lithics. a Newsletter of Southwest Asian Lithics Research, 2016(1), pp.13-21.",,,,,,
Richter et al. 2017,"Richter, T., Arranz-Otaegui, A., Yeomans, L., and Boaretto, E., 2017. High resolution AMS dates from Shubayqa 1, northeast Jordan reveal complex origins of Late Epipalaeolithic Natufian in the Levant. Scientific reports, 7(1), 17025.",,,,,,
Rollefson & Simmons 1988,"Rollefson, G. O. and Simmons, A. H., 1988. The Neolithic settlement at 'Ain Ghazal. In: Andrew N. Garrard and Hans Georg Gebel (eds.), The prehistory of Jordan. The state of research in 1986 (BAR International Series). Oxford: Archaeopress, 393-421",,,,,,
Rollefson 1998,"Rollefson, G. O., 1998. The Aceramic Neolithic. In: D. O. Henry (Ed.) 1998, The Prehistoric Archaeology of Jordan. Oxford: BAR International Series 705, pp.102-126. ",,,,,,
Rollefson 2005,"Rollefson, G. O., 2005. Stone tools from 'Ayn Jammam, near Ras en-Naqb, Southern Jordan. Neo-Lithics, 1/05, 17-23.",,,,,,
Rollefson et al. 2017a,"Rollefson, G.O., Wasse, A., Rowan, Y., Kersel, M., Jones, M., Lorentzen, B., Hill, A.C. and Ramsay, J., 2017. The 2016 excavation season at the late Neolithic structure SS-1 on Mesa 7, Black Desert. NEO-LITHICS 2/17.",,,,,,
Rollefson et al. 2017b,"Rollefson, G.O., Simmons, A.H., Donaldson, M.L., Gillespie, W. and Kafafi, Z., 1985. Excavation at the Pre-Pottery Neolithic B Village of Ain Ghazal (Jordan), 1983. Mitteilungen der Deutschen Orient-Gesellschaft zu Berlin, (117), pp.69-116.",,,,,,
Rollefson et al. 1985,"Rollefson, G. O., Simmons, A. H., and Kafafi, Z., 1992. Neolithic cultures at 'Ain Ghazal. Journal of Field Archaeology 19 (4), 443-70.",,,,,,
Rollefson et al. 1992,"Rollefson, G. O., Simmons, A. H., and Kafafi, Z., 1992. Neolithic cultures at 'Ain Ghazal. Journal of Field Archaeology 19 (4), 443-70.",,,,,,
Rollefson et al. 2002,"Rollefson, G. O., Quintero, L., and Wilke, P., 2002. A short note on radiocarbon dating from Bawwab al-Ghazal', Neo-Lithics, 2/02, 7.",,,,,,
Rollefson et al. 2014  ,"Rollefson, G.O., Wasse, A.M.R. and Rowan, Y.M., 2014. In loving memory: a preliminary assessment of the architecture at the late prehistoric necropolis at Wisad Pools, eastern badia, Jordan. Jordan’s prehistory: past and future research, pp.285-95.",,,,,,
Ronen 1973,"Ronen, A., Milstein, S., Lamdan, M. and Vogel, J.C., 2001. Nahal Reu’el, a Pre-pottery Neolithic site in the Negev, Israel. Archaeology, Ethnology & Anthropology of Eurasia, 2(2), pp.65-76.",,,,,,
Nahar & Kafafi 2015,"Al Nahar, M., & Kafafi, Z. (2015). THE YARMOUKIAN POTTERY ASSEMBLAGE OF TELL ABU SUWWAN, JORDAN. Mediterranean Archaeology and Archaeometry, 15(3), 57-57.",,,,,,
Rosen 1984,"Rosen, S. A. (1984). The adoption of metallurgy in the Levant: a lithic perspective. Current Anthropology, 25(4), 504-505.",,,,,,
Rosen et al. 2005  ,"Rosen, S., Savinetsky, A., Plakht, Y., Kisseleva, N., Khassanov, B., Pereladov, A., & Haiman, M. (2005). Dung in the desert: preliminary results of the Negev Holocene Ecology Project. Current Anthropology, 46(2), 317-326.",,,,,,
Rotem et al. 2019,"Rotem, Y., Iserlis, M., Höflmayer, F., and Rowan, Y.M., 2019. Tel Yaqush—An Early Bronze Age Village in the Central Jordan Valley, Israel. Bulletin of the American Schools of Oriental Research, 381(1), 107-144.",,,,,,
Saidah 1979,"Saidah, R., 1979. Fouilles de Sidon-Dakerman: L´ agglomération chalcolithique. Berytus: Archaeological Studies 27, pp. 29-56.",,,,,,
Salamon et al. 2010,"Salamon, M., Tzur, S., Arensburg, B., Zias, J., Nagar, Y., Weiner, S. and Boaretto, E., 2010. Ancient mtdna sequences and radiocarbon dating of human bones from the chalcolithic caves of wadi el-makkukh. Mediterranean Archaeology and Archaeometry, 10(2), pp.1-14.",,,,,,
Saliège et al. 2013,"Saliège, J.F., Zazzo, A., Hatté, C., Gauthier, C., Mouton, M. and Schmid, S.F., 2013. Radiocarbon dating in Petra: limitations and potential in semi-arid environments. Mouton M, Schmid SG. Men on the Rocks: The Formation of Nabataean Petra. Berlin: Logos Verlag. p, pp.79-91.",,,,,,
Santana et al. 2012,"Santana, J., Velasco, J., Ibáñez, J.J. and Braemer, F., 2012. Crania with mutilated facial skeletons: A new ritual treatment in an early Pre‐Pottery Neolithic B cranial cache at Tell Qarassa North (South Syria). American Journal of Physical Anthropology, 149(2), pp.205-216.",,,,,,
Tvetmarken & Bartl 2015,"Tvetmarken, C. L., & Bartl, K. (2015). Excavations at the Early Neolithic site of Mushash 163: Preliminary Report on the 2014 and 2015 Seasons. NEO-LITHICS 1/15.",,,,,,
Sayej 2007.,"Sayej, G., 2007. Lithic variability among the PPNA assemblages of the Dead Sea Basin. In:  L. Astruc, D. Binder and F. Briois (Eds.), Systèmes techniques et communautés du Néolithique précéramique au Proche-Orient (Technical Systems and Near Eastern PPNA Communities), pp 87-102. APDCA: Antibes – France. ",,,,,,
